name,location,location,rate,votes,cost,cuisines,lat,lon
VEGeatz,Banashankari,Basavanagudi,3.4,19,200.0,"South Indian, North Indian",13.0312957214663,77.50330719563864
Just Shawarma,Ulsoor,MG Road,3.8,111,300.0,Arabian,12.986208683042367,77.53928700073895
Abhiruchi Moonlight,Bommanahalli,Koramangala 5th Block,3.3,4,300.0,North Indian,13.077897998079905,77.50385439432776
Shri Udupi Cafe,New BEL Road,New BEL Road,3.9,31,300.0,"South Indian, North Indian, Mughlai, Chinese, Street Food, Beverages",12.936519749905708,77.6341028814239
Chetty's Corner,Kammanahalli,Frazer Town,3.6,18,200.0,"Fast Food, Burger",12.939626148364715,77.69863415382525
Rolls On Wheels,Cunningham Road,Church Street,3.7,61,200.0,"Fast Food, Rolls, Momos",12.976803814792992,77.57523925439234
Kolkata Famous Kati Roll,Whitefield,Whitefield,3.5,7,150.0,"Fast Food, Rolls",12.935424119139821,77.55430421574657
Hare Krishna,Majestic,Rajajinagar,2.9,16,300.0,"North Indian, South Indian, Chinese",13.047963266877641,77.57187868318528
Mudpipe Cafe,BTM,Koramangala 6th Block,4.5,1879,900.0,"Cafe, Continental, Burger",12.904132370318687,77.62880602823438
Maddy's Cafe,Kammanahalli,Kammanahalli,3.8,36,500.0,"Cafe, Continental",13.011469012943293,77.69285971370336
Nandanam Family Restaurant,BTM,Koramangala 7th Block,3.6,19,350.0,"Kerala, Chinese, South Indian",12.936938925898842,77.60066371398071
Downtown,Residency Road,Lavelle Road,3.7,297,1000.0,"North Indian, Continental",12.959243052330342,77.54048885603241
Panda Foods,Marathahalli,Old Airport Road,3.5,15,300.0,"North Indian, Juices",13.07889375209509,77.66081371440256
Eshanya,Jayanagar,Jayanagar,4.1,1080,1000.0,"North Indian, Chinese",12.973566444864192,77.52526672828438
Anda Ka Funda,Jayanagar,JP Nagar,3.1,14,300.0,"North Indian, Chinese",13.094863527440882,77.63382117796147
Dry Dock Cafe,Koramangala 5th Block,BTM,3.6,10,200.0,"Street Food, Tea",13.030051014218731,77.63338076617323
Tandoor And Spice,JP Nagar,Bannerghatta Road,4.0,181,550.0,"North Indian, Chinese, Biryani, Hyderabadi",12.979800540774026,77.50492260112068
Sri Krishna Aramane,Kumaraswamy Layout,JP Nagar,3.7,41,200.0,"South Indian, North Indian, Chinese, Fast Food",12.969534348293783,77.52992521663907
Harvest Market,Bellandur,Bellandur,3.7,19,500.0,"Continental, Pizza",12.91161839041607,77.64864405008052
UBCR,Indiranagar,Church Street,3.3,5,350.0,"Italian, American, Chinese, Arabian, North Indian, Cafe",13.065177645285363,77.54408462161899
Chantilly,Indiranagar,Church Street,4.1,115,450.0,"Cafe, Bakery",13.063592698869831,77.65441670848887
Freshies Gourmet Salads,Bellandur,Bellandur,3.2,31,350.0,"Salad, Healthy Food",12.98610586769244,77.6500980486942
Stoned Monkey,Banashankari,Jayanagar,4.3,865,500.0,"Desserts, Ice Cream",13.04595452746723,77.51488706453947
Miro Bar - Miraya Hotel & Residences,Whitefield,Brookefield,3.8,26,2000.0,"North Indian, Chinese, Thai, Asian",12.97955868818582,77.65246198547332
New Prashanth Hotel,New BEL Road,New BEL Road,3.1,40,750.0,"South Indian, Biryani, Chinese, North Indian",12.953741324007341,77.61584831277823
Krishna Grand,HSR,BTM,3.2,42,200.0,South Indian,12.933369715641115,77.54052461066642
Meat And Eat,Banaswadi,Frazer Town,3.3,33,500.0,"Fast Food, Burger",13.06324557037256,77.67602644754379
Indira Darshini,Infantry Road,Brigade Road,3.5,21,200.0,"South Indian, Chinese",12.93903330344373,77.55328367418736
The Sweet Spot,Koramangala 6th Block,Koramangala 4th Block,4.0,157,300.0,Desserts,12.919876555790172,77.66875496954384
JP Fish Land,BTM,JP Nagar,3.6,24,300.0,Seafood,12.901568984248126,77.52149126922733
The Chocolate Room,JP Nagar,BTM,3.9,153,400.0,"Cafe, Desserts",13.004275404294749,77.50459304205778
The Golden Metro,Seshadripuram,Lavelle Road,3.6,70,800.0,"North Indian, Mughlai, Chinese, Continental",12.952125302667415,77.58015472307392
Marzipan @ The Bohemian House,Richmond Road,Brigade Road,4.2,50,700.0,Cafe,12.914616312405403,77.53913620994832
New Mahesh Friends Food Corner,BTM,Koramangala 6th Block,3.2,55,300.0,"North Indian, Chinese",13.03898533928802,77.59923458278374
Hari Super Sandwich,BTM,Jayanagar,4.0,15,100.0,"Sandwich, Fast Food",12.939945656022248,77.65187971048695
Sri Guru Kottureshwara Davangere Benne Dosa,Basavanagudi,Banashankari,4.1,558,150.0,South Indian,12.901104423424721,77.59690746853771
The White Room - Coffee & Kitchen,Church Street,MG Road,4.1,1739,1000.0,"Cafe, Continental, American, Desserts",13.015953001780101,77.60069831514187
Desi Breakk,HSR,Koramangala 4th Block,3.3,7,150.0,North Indian,12.959998294110742,77.65161335663441
The Night King,Koramangala 7th Block,Koramangala 4th Block,3.3,4,400.0,"North Indian, Chinese",13.080461594688419,77.52056353884582
Hunan,Koramangala 5th Block,Koramangala 6th Block,4.3,2248,1100.0,"Chinese, Thai, Momos",12.960939268017258,77.67244086485724
Woodstok,Indiranagar,Koramangala 6th Block,4.1,1054,1400.0,"Continental, Italian, Steak, American",13.079653929926769,77.5567917327174
Gopal Kabab Centre,JP Nagar,Bannerghatta Road,3.3,4,350.0,North Indian,12.967379158354222,77.5486930365569
Imperial Restaurant,Koramangala 6th Block,Koramangala 7th Block,3.6,242,800.0,"Seafood, Biryani, South Indian, Chettinad, Chinese, Arabian, Andhra, Kerala",12.905817523717795,77.65355676184129
Bun Town,BTM,BTM,4.0,204,500.0,"Cafe, Bakery",13.060833112996777,77.50705260362103
Red Kitchen,Jeevan Bhima Nagar,Indiranagar,3.2,146,200.0,"North Indian, South Indian, Chinese",13.001033142304546,77.50893504153709
Dilli in a Box,Koramangala 7th Block,Koramangala 4th Block,3.7,7,400.0,"Fast Food, North Indian",12.937366881258917,77.62890361823762
Ghee Rice Family Restaurant,Wilson Garden,Jayanagar,3.4,16,600.0,"North Indian, Chinese, Biryani",13.022462676969385,77.50713152876735
Shanmukha,HSR,HSR,4.0,987,800.0,"Biryani, Andhra, North Indian, Chinese",12.926520798149362,77.58792958342464
Coastal Spice,Rajajinagar,Rajajinagar,3.7,57,900.0,"Seafood, North Indian, Chinese, Continental, Mangalorean",13.006965615648022,77.53615300309686
Jeevika Donne Biryani,Koramangala 8th Block,Koramangala 5th Block,3.4,8,300.0,"Biryani, Chinese, Fast Food",12.976214135286884,77.6125467278026
South Tiffins,HSR,Koramangala 5th Block,3.6,144,150.0,South Indian,13.01286823357463,77.51163376156802
New Madhuram,Marathahalli,Marathahalli,3.4,7,250.0,"Andhra, Biryani",12.964297738558038,77.68068987173119
Burger King,New BEL Road,New BEL Road,4.0,557,600.0,"Burger, Fast Food, Beverages",12.958290329529081,77.50484517692227
Gramin,Koramangala 7th Block,Koramangala 7th Block,4.3,3463,600.0,North Indian,13.044845647461367,77.66883043391509
Gourmet Food Truck,South Bangalore,Koramangala 6th Block,3.8,18,200.0,Chinese,13.085070981419824,77.65315220482078
Hashtag Cafe,Brigade Road,Residency Road,2.8,46,700.0,"Cafe, Continental, European, Italian",12.95668844789075,77.63365134252545
Just Shawarma,BTM,Koramangala 7th Block,3.9,201,300.0,Arabian,13.08111691691948,77.61074198520653
Nadeem's Kitchen,Hennur,Kalyan Nagar,2.9,7,500.0,"Biryani, Kebab",12.90085635156722,77.54282813218319
7 Plates,Koramangala 5th Block,Koramangala 5th Block,3.7,259,750.0,"Mughlai, Fast Food",12.901954446283897,77.59047492033125
Shanthi Sagar,JP Nagar,Jayanagar,3.7,520,400.0,"South Indian, North Indian, Chinese",12.943653896570677,77.69702541385651
Fahad Hotel,Jayanagar,Koramangala 7th Block,3.3,4,200.0,Fast Food,12.974545340966818,77.69193347619235
Targaryen's Kitchen,JP Nagar,Basavanagudi,3.6,43,600.0,"Chinese, North Indian, Mughlai",12.924277283631882,77.59464474722124
Vasudev Adiga's,Church Street,Lavelle Road,3.4,60,250.0,"South Indian, North Indian, Chinese, Street Food",12.9833446562272,77.6461211398114
Vanas,Kammanahalli,Kalyan Nagar,4.0,72,400.0,"Mangalorean, Seafood",12.961151897428701,77.65337317284983
Sri Nandi Grand,BTM,Jayanagar,3.5,7,300.0,"North Indian, South Indian",12.962281129008975,77.5531496715006
Amrit,JP Nagar,Jayanagar,3.4,24,600.0,"North Indian, Seafood",12.901118831176374,77.62455242279366
Golden Restaurant,Frazer Town,Frazer Town,3.7,40,1000.0,"South Indian, North Indian, Chinese",13.02761854515929,77.51490049380364
Ithaca - The Chancery Pavilion,Residency Road,Brigade Road,3.9,312,2000.0,"North Indian, Italian, European, Continental",13.077218687062642,77.53882620501115
Swathi Maharaja,Koramangala 4th Block,Koramangala 5th Block,3.7,291,750.0,"Andhra, North Indian, Chinese, Biryani",12.985325074695279,77.67097568319502
Le Jardin - The Oberoi,MG Road,Brigade Road,4.3,687,3000.0,"European, Mediterranean, North Indian",12.96058314576664,77.5424643067987
New Andhra Spicy,Bellandur,HSR,3.6,11,200.0,"North Indian, Chinese, Andhra, South Indian, Biryani",13.028981264772984,77.67695924060884
Hunger Meals,Koramangala 4th Block,Koramangala 6th Block,3.8,31,400.0,"South Indian, North Indian, Biryani",13.035408137029544,77.6866215241764
Juice Junction,St. Marks Road,Lavelle Road,4.0,101,150.0,"Juices, Fast Food",12.945439082937542,77.5888136038757
Szechwan Court - The Oberoi,MG Road,MG Road,4.1,171,2500.0,Chinese,13.018021710418711,77.60576344628964
Bhojohori Manna,Koramangala 6th Block,BTM,4.1,1956,650.0,"Bengali, Mughlai",13.053749426272502,77.67766199329618
The Charlton Bar,Residency Road,Residency Road,3.3,4,1000.0,"Chinese, North Indian",12.9977805677308,77.66829790797912
Atty's Bakery,Frazer Town,Frazer Town,4.0,73,250.0,Bakery,13.043891993533995,77.59514201927736
The Pipe Rack,Kalyan Nagar,Kammanahalli,3.7,38,700.0,Cafe,13.075285854968486,77.61511280831279
Nayi Dilli by Anand Sweets,Sarjapur Road,Bellandur,4.0,119,1000.0,"North Indian, Chinese",12.912537924324374,77.63851740045114
Chai Ki Tapri,MG Road,Church Street,3.7,16,250.0,Cafe,12.992142434269654,77.65357336053435
Benjarong,Ulsoor,MG Road,4.3,860,1800.0,"Thai, Asian",12.932357717004725,77.64365840141427
Cafe Hush,BTM,Koramangala 7th Block,3.6,22,500.0,"Cafe, Fast Food",13.094198429704763,77.5327748445724
The Grilled & Fried,Marathahalli,Marathahalli,2.8,53,300.0,Fast Food,13.060873925001648,77.52604080545503
Nadan Thattukada,BTM,Koramangala 4th Block,3.7,36,200.0,"Kerala, South Indian",13.071501147991452,77.61264771057427
Nammura Upachara,Basaveshwara Nagar,Rajajinagar,3.6,42,300.0,"Chinese, North Indian, South Indian",13.049379667048367,77.68617412327947
Faasos,Residency Road,Brigade Road,3.9,252,500.0,"North Indian, Biryani, Fast Food",13.06802161568784,77.60048006789825
The J,Church Street,Residency Road,4.0,140,400.0,"Fast Food, Beverages",13.065967769004645,77.6416427529657
Adithya Family Restaurant,BTM,Koramangala 5th Block,3.7,27,250.0,South Indian,12.90405404113461,77.69240319539736
The Grill House,Ulsoor,Church Street,4.1,765,1200.0,"American, Mexican, Italian, Steak",12.91481498144209,77.50848701815914
Grand Gowdru Hotel,Koramangala 6th Block,Koramangala 5th Block,3.4,31,700.0,"South Indian, North Indian, Chinese",13.013661020918967,77.51611854536948
Market Table,Koramangala 5th Block,BTM,4.5,546,900.0,"Cafe, Continental, Mediterranean, Beverages",12.970966371108632,77.64715503840351
Chef's Gallery,Bellandur,Sarjapur Road,3.5,95,700.0,"Chinese, Italian, North Indian",13.075533552586704,77.51638464595348
Freshkicho,Bellandur,Sarjapur Road,3.8,24,200.0,"North Indian, South Indian, Chinese",12.944440082615218,77.60080629931578
BIB - Breakfast in the Box,HSR,Koramangala 4th Block,3.8,211,600.0,"American, Sandwich",12.93722643087362,77.61932187299972
B.M.W Bhookh Mitaane Wala,JP Nagar,Bannerghatta Road,3.5,8,500.0,"North Indian, South Indian, Chinese",13.01912774812157,77.52198499465983
Charlee's Chicken,Bannerghatta Road,Bannerghatta Road,3.2,34,300.0,"Rolls, Chinese, Fast Food",13.014894622635982,77.62894469792575
Cheesy Juicy Burgers,HSR,Koramangala 6th Block,3.8,18,500.0,"Burger, Fast Food",13.062221702868564,77.54497740193591
Lono,Indiranagar,Indiranagar,4.2,172,1500.0,"Continental, Modern Indian",12.915654896145975,77.5771700418408
The Bar Stock Exchange,St. Marks Road,Brigade Road,4.3,606,1300.0,"Continental, Chinese, North Indian, Finger Food",13.041479400006585,77.64788115414365
Mallige,Race Course Road,Residency Road,3.2,5,700.0,"North Indian, South Indian",13.054833377013745,77.52826477580756
Shake Tat Bottle,BTM,BTM,3.3,5,200.0,Beverages,13.099305261759724,77.55389195370972
Kundana,Bannerghatta Road,JP Nagar,3.7,111,800.0,"Andhra, Biryani",12.946235176627479,77.51867879990989
Havmor,JP Nagar,Bannerghatta Road,3.5,21,200.0,"Ice Cream, Desserts",12.997486239649902,77.59420378200373
Al Diwan Biryanis And More,Basavanagudi,Basavanagudi,3.3,12,300.0,Biryani,12.967400635286257,77.65331067406795
Little Black Choux,Whitefield,Brookefield,4.0,35,250.0,Bakery,12.917226427812736,77.51161425914337
The Hungers Zone,BTM,BTM,3.8,57,300.0,"Fast Food, Italian, Pizza",12.96940046708244,77.5369778391177
Dine in Restaurant,BTM,Koramangala 4th Block,3.4,7,500.0,"South Indian, North Indian, Chinese",12.980349041084995,77.53076194049659
Nammura Upahara,JP Nagar,Jayanagar,3.8,40,100.0,South Indian,13.04902654969968,77.66144625833607
Ambur Dum Biriyani,Electronic City,Electronic City,3.3,5,300.0,"Biryani, Kebab",12.983489656779293,77.5675132272438
Soup Station,Bannerghatta Road,Jayanagar,3.7,11,250.0,Continental,12.965395524648548,77.61902331298934
Kanteen The Eatery,Bannerghatta Road,Bannerghatta Road,3.9,77,400.0,North Indian,12.991827151247652,77.69139973462796
Biriyani Bhatti,BTM,Jayanagar,3.7,21,400.0,"Chinese, Hyderabadi, North Indian",12.916155842774868,77.58250069278003
The Fiery Indian Kitchen,Majestic,Rajajinagar,3.4,7,700.0,North Indian,13.040499914643815,77.57783600220893
Durga Mess,New BEL Road,New BEL Road,3.6,33,150.0,North Indian,13.048065696951072,77.57381345654854
Svadu Sweets,BTM,Koramangala 7th Block,3.3,6,200.0,"Street Food, Mithai",13.088106143336393,77.57076657866605
Spice Of Kolkata,Bellandur,Sarjapur Road,2.8,117,400.0,"Bengali, Rolls, Chinese",13.079789637116209,77.55221708535565
Southern Spice,Whitefield,Brookefield,3.0,83,1200.0,South Indian,13.044919657369526,77.62444755168487
Kolkata Rolls & Hot Dum Biriyani On Dial,Indiranagar,Koramangala 6th Block,3.5,22,400.0,"Fast Food, Rolls",13.054363642420528,77.50394854957958
BDBD Banashri Davangere Benne Dose Hotel,Vijay Nagar,Rajajinagar,3.7,16,150.0,South Indian,13.001956673148317,77.66103626977225
Subham Pal Kitchen,Koramangala 1st Block,Koramangala 5th Block,3.3,10,300.0,"North Indian, Chinese",13.028992754149039,77.62574804913181
Uday Sweets,Koramangala 6th Block,Koramangala 6th Block,3.5,34,250.0,"Mithai, Fast Food",12.985858983572204,77.6076513442331
Shaan-E-Punjab,"ITPL Main Road, Whitefield",Brookefield,2.9,84,500.0,North Indian,13.079587058688746,77.63084230780332
Urban Spice,Ejipura,Koramangala 4th Block,3.6,23,800.0,"North Indian, Chinese, Continental",13.03942827009848,77.69370987633441
Desi Vdesi,Shanti Nagar,Residency Road,3.9,113,250.0,"Fast Food, North Indian, Rolls",13.090407984909168,77.58537560724524
Chaitanya Veg,Shivajinagar,Residency Road,3.2,5,300.0,South Indian,12.908858705280684,77.6880917064783
The Fiery Indian Kitchen,Nagawara,Kalyan Nagar,3.5,49,600.0,North Indian,12.947385572302236,77.6865288492633
Green Onion,Bannerghatta Road,Bannerghatta Road,3.3,50,400.0,Chinese,12.912841787415028,77.53618616294843
Tewari Bros Mithai Shoppie,Commercial Street,Church Street,3.8,59,300.0,"Fast Food, Mithai",12.946580367729897,77.62413044739588
Sidra Eatery,Kammanahalli,Kalyan Nagar,3.9,28,400.0,"North Indian, Continental",13.073565700432987,77.54731214039057
Maxpresso,Koramangala 7th Block,Brigade Road,4.1,323,700.0,"Cafe, American, Italian, Beverages",12.970243877469755,77.50207230941555
Lord of Combos,HSR,BTM,3.1,27,500.0,North Indian,12.965576798803651,77.65643667906265
Snow'ora,Koramangala 4th Block,Koramangala 5th Block,4.3,342,450.0,"Desserts, Ice Cream, Beverages",13.06008201266502,77.58240003666502
Ayodhya Sagara,Basaveshwara Nagar,Rajajinagar,3.8,65,200.0,"Chinese, North Indian, South Indian",13.047096881165743,77.56312612161283
Healthy Yummy Food Restaurant,HSR,HSR,3.6,16,900.0,"Beverages, North Indian, Chinese, Italian",12.950532600434256,77.5194912217159
Malenadu Kitchen,Kanakapura Road,JP Nagar,3.8,170,700.0,"South Indian, North Indian, Chinese",12.965827341111217,77.57696922363489
Mealsbaba,HSR,Koramangala 4th Block,3.7,57,400.0,North Indian,13.068866709839867,77.62407814947379
Calvin's,BTM,BTM,3.7,106,600.0,Desserts,13.026308875735232,77.56690178515285
Nandanam Family Restaurant,BTM,Koramangala 4th Block,3.6,18,350.0,"Kerala, Chinese, South Indian",12.969772419354054,77.53134662294221
K27 - The Pub,Banashankari,Jayanagar,3.1,30,1000.0,"Chinese, North Indian",13.045620898473548,77.5033512051104
Chilli Chicken,Brigade Road,MG Road,3.1,7,500.0,Fast Food,12.930748805716792,77.5042651431721
THE RIG,Sarjapur Road,Sarjapur Road,4.3,1764,1500.0,"Continental, Finger Food, Pizza",13.006496041372118,77.6461288775074
Gelato Italiano,Brookefield,Whitefield,3.3,6,200.0,"Ice Cream, Bakery, Desserts",13.092594525148543,77.50948239501884
Hashtag Cafe,Brigade Road,Brigade Road,2.8,44,700.0,"Cafe, Continental, European, Italian",12.952047319597046,77.6554700125768
Cafe Terra,Koramangala 1st Block,Koramangala 4th Block,4.1,778,700.0,"Cafe, Continental",13.077842802684838,77.62798672112612
Kartik's Mithai Shoppe,Whitefield,Whitefield,3.8,72,150.0,"Mithai, Street Food",13.079684648572853,77.65800094604076
The Humming Tree,Indiranagar,Indiranagar,4.1,2415,1400.0,"Fast Food, European",12.98136185827137,77.66021911528617
Subway,HSR,Koramangala 4th Block,3.1,382,600.0,"Salad, Fast Food",12.912395007197905,77.585468291559
Checkered Bar - MGM Mark,Whitefield,Whitefield,3.6,19,1300.0,"North Indian, Continental, Chinese",12.912684264916066,77.57148257855644
What's In A Name,Koramangala 5th Block,Koramangala 4th Block,4.1,1788,1200.0,"Finger Food, Asian, European, Italian",13.03149427377123,77.57371491284913
Bon Sante,Brigade Road,MG Road,3.6,104,800.0,"Cafe, Continental, Italian",12.966524906641368,77.56579234894942
Indian Kitchen Eateries-IKE,BTM,BTM,3.4,8,150.0,Fast Food,12.942301349856354,77.52338337092368
FRYBIES,Bannerghatta Road,Bannerghatta Road,3.3,15,350.0,Fast Food,12.972478779823327,77.66906329591984
Public Khana,BTM,Koramangala 5th Block,3.5,17,200.0,"South Indian, North Indian",13.02157592877471,77.62352756343756
Radha Rani,Brookefield,Brookefield,3.3,244,400.0,"Bengali, North Indian, Chinese",13.027082871372382,77.6364809421351
Udupi Thaja Thindi,BTM,Koramangala 7th Block,2.9,42,250.0,"North Indian, South Indian, Chinese, Fast Food",13.0218132338509,77.52183074865448
Calvin's,HSR,Koramangala 7th Block,3.8,22,800.0,Desserts,12.94592893559803,77.59570100741979
Lassi Shop,Indiranagar,MG Road,3.8,86,100.0,"Beverages, Juices, Ice Cream",12.968913645891755,77.54752139736816
SlimSins Cafe,Jayanagar,JP Nagar,4.1,710,850.0,"Cafe, Healthy Food",12.951548012262304,77.54264623325551
Bangalore Brew Works,Residency Road,Residency Road,4.3,2240,1700.0,"Continental, Italian",13.09946390543235,77.5502952263853
Leon Grill,Koramangala 5th Block,Koramangala 4th Block,4.3,169,500.0,"Burger, Fast Food",13.029137065034847,77.50915665303266
Monarch,Brigade Road,Church Street,3.6,10,700.0,"North Indian, Chinese, Continental, South Indian",13.052437502238817,77.5600548260254
